model_name,tag,split,device,commit,attack,eps,eps255,defense,params,acc_clean,clean_def_acc,clean_penalty,acc_adv,acc_def,drop,recovery,time_ms_per_img,iters,step255,restarts,subset_n,query_budget,queries_per_img,median_l2,mean_l2,notes,run_id
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.015686,4,none,{},0.7827,0.7827,0.0,0.6597,0.6597,0.123,0.0,0.23839598750055302,,,,,,,,,loaded; baseline-no-defense,1766642095-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.015686,4,closing,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.6892,-0.09349999999999992,0.6597,0.5923,0.123,-0.547967479674796,0.2405644166006823,,,,,,,,,loaded,1766642095-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.031373,8,none,{},0.7827,0.7827,0.0,0.5278,0.5278,0.2548999999999999,0.0,0.23896201659954386,,,,,,,,,loaded; baseline-no-defense,1766642095-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.031373,8,closing,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.6892,-0.09349999999999992,0.5278,0.4942,0.2548999999999999,-0.1318163985876818,0.23960808749980061,,,,,,,,,loaded,1766642095-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.047059,12,none,{},0.7827,0.7827,0.0,0.42,0.42,0.36269999999999997,0.0,0.23877384579973293,,,,,,,,,loaded; baseline-no-defense,1766642095-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.047059,12,closing,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.6892,-0.09349999999999992,0.42,0.4076,0.36269999999999997,-0.0341880341880341,0.23916342919983435,,,,,,,,,loaded,1766642095-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.015686,4,none,{},0.7827,0.7827,0.0,0.6597,0.6597,0.123,0.0,0.2366938666003989,,,,,,,,,loaded; baseline-no-defense,1766642135-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.015686,4,sobel,"{""k"": null, ""sigma"": null, ""mode"": ""per_channel""}",0.7827,0.3267,-0.45599999999999996,0.6597,0.2951,0.123,-2.9642276422764224,0.2361595958995167,,,,,,,,,loaded,1766642135-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.031373,8,none,{},0.7827,0.7827,0.0,0.5278,0.5278,0.2548999999999999,0.0,0.2304450458002975,,,,,,,,,loaded; baseline-no-defense,1766642135-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.031373,8,sobel,"{""k"": null, ""sigma"": null, ""mode"": ""per_channel""}",0.7827,0.3267,-0.45599999999999996,0.5278,0.2625,0.2548999999999999,-1.0408003138485686,0.23353120829997354,,,,,,,,,loaded,1766642135-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.047059,12,none,{},0.7827,0.7827,0.0,0.42,0.42,0.36269999999999997,0.0,0.2303332249997766,,,,,,,,,loaded; baseline-no-defense,1766642135-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,fgsm,0.047059,12,sobel,"{""k"": null, ""sigma"": null, ""mode"": ""per_channel""}",0.7827,0.3267,-0.45599999999999996,0.42,0.2323,0.36269999999999997,-0.517507582023711,0.2336731040995801,,,,,,,,,loaded,1766642135-34ede61
